Year,Stage,Home Team Name,Away Team Name,Home Team Goals,Away Team Goals,Result
1986.0,Quarter-finals,Spain,Belgium,1.0,1.0,Draw
1986.0,Quarter-finals,Argentina,England,2.0,1.0,HomeWin
1986.0,Semi-finals,France,Germany FR,0.0,2.0,AwayWin
1986.0,Semi-finals,Argentina,Belgium,2.0,0.0,HomeWin
1986.0,Match for third place,France,Belgium,4.0,2.0,HomeWin
1986.0,Final,Argentina,Germany FR,3.0,2.0,HomeWin
1990.0,Group B,Argentina,Cameroon,0.0,1.0,AwayWin
1990.0,Group B,Soviet Union,Romania,0.0,2.0,AwayWin
1990.0,Group D,"rn"">United Arab Emirates",Colombia,0.0,2.0,AwayWin
1990.0,Group A,Italy,Austria,1.0,0.0,HomeWin
1990.0,Group A,USA,Czechoslovakia,1.0,5.0,AwayWin
1990.0,Group C,Brazil,Sweden,2.0,1.0,HomeWin
1990.0,Group D,Germany FR,Yugoslavia,4.0,1.0,HomeWin
1990.0,Group C,Costa Rica,Scotland,1.0,0.0,HomeWin
1990.0,Group F,England,"rn"">Republic of Ireland",1.0,1.0,Draw
1990.0,Group E,Belgium,Korea Republic,2.0,0.0,HomeWin
1990.0,Group F,Netherlands,Egypt,1.0,1.0,Draw
1990.0,Group E,Uruguay,Spain,0.0,0.0,Draw
1990.0,Group B,Argentina,Soviet Union,2.0,0.0,HomeWin
1990.0,Group B,Cameroon,Romania,2.0,1.0,HomeWin
1990.0,Group D,Yugoslavia,Colombia,1.0,0.0,HomeWin
1990.0,Group A,Italy,USA,1.0,0.0,HomeWin
1990.0,Group A,Austria,Czechoslovakia,0.0,1.0,AwayWin
1990.0,Group D,Germany FR,"rn"">United Arab Emirates",5.0,1.0,HomeWin
1990.0,Group C,Brazil,Costa Rica,1.0,0.0,HomeWin
1990.0,Group C,Sweden,Scotland,1.0,2.0,AwayWin
1990.0,Group F,England,Netherlands,0.0,0.0,Draw
1990.0,Group F,"rn"">Republic of Ireland",Egypt,0.0,0.0,Draw
1990.0,Group E,Korea Republic,Spain,1.0,3.0,AwayWin
1990.0,Group E,Belgium,Uruguay,3.0,1.0,HomeWin
1990.0,Group B,Argentina,Romania,1.0,1.0,Draw
1990.0,Group B,Cameroon,Soviet Union,0.0,4.0,AwayWin
1990.0,Group D,Germany FR,Colombia,1.0,1.0,Draw
1990.0,Group D,Yugoslavia,"rn"">United Arab Emirates",4.0,1.0,HomeWin
1990.0,Group A,Italy,Czechoslovakia,2.0,0.0,HomeWin
1990.0,Group A,Austria,USA,2.0,1.0,HomeWin
1990.0,Group C,Brazil,Scotland,1.0,0.0,HomeWin
1990.0,Group C,Sweden,Costa Rica,1.0,2.0,AwayWin
1990.0,Group E,Korea Republic,Uruguay,0.0,1.0,AwayWin
1990.0,Group E,Belgium,Spain,1.0,2.0,AwayWin
1990.0,Group F,"rn"">Republic of Ireland",Netherlands,1.0,1.0,Draw
1990.0,Group F,England,Egypt,1.0,0.0,HomeWin
1990.0,Round of 16,Cameroon,Colombia,2.0,1.0,HomeWin
1990.0,Round of 16,Czechoslovakia,Costa Rica,4.0,1.0,HomeWin
1990.0,Round of 16,Brazil,Argentina,0.0,1.0,AwayWin
1990.0,Round of 16,Germany FR,Netherlands,2.0,1.0,HomeWin
1990.0,Round of 16,"rn"">Republic of Ireland",Romania,0.0,0.0,Draw
1990.0,Round of 16,Italy,Uruguay,2.0,0.0,HomeWin
1990.0,Round of 16,Spain,Yugoslavia,1.0,2.0,AwayWin
1990.0,Round of 16,England,Belgium,1.0,0.0,HomeWin
1990.0,Quarter-finals,Yugoslavia,Argentina,0.0,0.0,Draw
1990.0,Quarter-finals,Italy,"rn"">Republic of Ireland",1.0,0.0,HomeWin
1990.0,Quarter-finals,Germany FR,Czechoslovakia,1.0,0.0,HomeWin
1990.0,Quarter-finals,England,Cameroon,3.0,2.0,HomeWin
1990.0,Semi-finals,Italy,Argentina,1.0,1.0,Draw
1990.0,Semi-finals,Germany FR,England,1.0,1.0,Draw
1990.0,Match for third place,Italy,England,2.0,1.0,HomeWin
1990.0,Final,Germany FR,Argentina,1.0,0.0,HomeWin
1994.0,Group C,Spain,Korea Republic,2.0,2.0,Draw
1994.0,Group C,Germany,Bolivia,1.0,0.0,HomeWin
1994.0,Group A,USA,Switzerland,1.0,1.0,Draw
1994.0,Group E,Italy,"rn"">Republic of Ireland",0.0,1.0,AwayWin
1994.0,Group A,Colombia,Romania,1.0,3.0,AwayWin
1994.0,Group F,Belgium,Morocco,1.0,0.0,HomeWin
1994.0,Group E,Norway,Mexico,1.0,0.0,HomeWin
1994.0,Group B,Cameroon,Sweden,2.0,2.0,Draw
1994.0,Group F,Netherlands,Saudi Arabia,2.0,1.0,HomeWin
1994.0,Group B,Brazil,Russia,2.0,0.0,HomeWin
1994.0,Group D,Argentina,Greece,4.0,0.0,HomeWin
1994.0,Group D,Nigeria,Bulgaria,3.0,0.0,HomeWin
1994.0,Group C,Germany,Spain,1.0,1.0,Draw
1994.0,Group A,Romania,Switzerland,1.0,4.0,AwayWin
1994.0,Group A,USA,Colombia,2.0,1.0,HomeWin
1994.0,Group E,Italy,Norway,1.0,0.0,HomeWin
1994.0,Group C,Korea Republic,Bolivia,0.0,0.0,Draw
1994.0,Group E,Mexico,"rn"">Republic of Ireland",2.0,1.0,HomeWin
1994.0,Group B,Sweden,Russia,3.0,1.0,HomeWin
1994.0,Group B,Brazil,Cameroon,3.0,0.0,HomeWin
1994.0,Group F,Belgium,Netherlands,1.0,0.0,HomeWin
1994.0,Group F,Saudi Arabia,Morocco,2.0,1.0,HomeWin
1994.0,Group D,Argentina,Nigeria,2.0,1.0,HomeWin
1994.0,Group D,Bulgaria,Greece,4.0,0.0,HomeWin
1994.0,Group A,USA,Romania,0.0,1.0,AwayWin
1994.0,Group A,Switzerland,Colombia,0.0,2.0,AwayWin
1994.0,Group C,Germany,Korea Republic,3.0,2.0,HomeWin
1994.0,Group C,Bolivia,Spain,1.0,3.0,AwayWin
1994.0,Group E,"rn"">Republic of Ireland",Norway,0.0,0.0,Draw
1994.0,Group B,Brazil,Sweden,1.0,1.0,Draw
1994.0,Group E,Italy,Mexico,1.0,1.0,Draw
1994.0,Group B,Russia,Cameroon,6.0,1.0,HomeWin
1994.0,Group F,Morocco,Netherlands,1.0,2.0,AwayWin
1994.0,Group F,Belgium,Saudi Arabia,0.0,1.0,AwayWin
1994.0,Group D,Greece,Nigeria,0.0,2.0,AwayWin
1994.0,Group D,Argentina,Bulgaria,0.0,2.0,AwayWin
1994.0,Round of 16,Germany,Belgium,3.0,2.0,HomeWin
1994.0,Round of 16,Spain,Switzerland,3.0,0.0,HomeWin
1994.0,Round of 16,Saudi Arabia,Sweden,1.0,3.0,AwayWin
1994.0,Round of 16,Romania,Argentina,3.0,2.0,HomeWin
1994.0,Round of 16,Netherlands,"rn"">Republic of Ireland",2.0,0.0,HomeWin
1994.0,Round of 16,Brazil,USA,1.0,0.0,HomeWin
1994.0,Round of 16,Nigeria,Italy,1.0,2.0,AwayWin
1994.0,Round of 16,Mexico,Bulgaria,1.0,1.0,Draw
1994.0,Quarter-finals,Italy,Spain,2.0,1.0,HomeWin
1994.0,Quarter-finals,Netherlands,Brazil,2.0,3.0,AwayWin
1994.0,Quarter-finals,Bulgaria,Germany,2.0,1.0,HomeWin
1994.0,Quarter-finals,Romania,Sweden,2.0,2.0,Draw
1994.0,Semi-finals,Bulgaria,Italy,1.0,2.0,AwayWin
1994.0,Semi-finals,Sweden,Brazil,0.0,1.0,AwayWin
1994.0,Match for third place,Sweden,Bulgaria,4.0,0.0,HomeWin
1994.0,Final,Brazil,Italy,0.0,0.0,Draw
1998.0,Group A,Brazil,Scotland,2.0,1.0,HomeWin
1998.0,Group A,Morocco,Norway,2.0,2.0,Draw
1998.0,Group B,Italy,Chile,2.0,2.0,Draw
1998.0,Group B,Cameroon,Austria,1.0,1.0,Draw
1998.0,Group D,Paraguay,Bulgaria,0.0,0.0,Draw
1998.0,Group C,Saudi Arabia,Denmark,0.0,1.0,AwayWin
1998.0,Group C,France,South Africa,3.0,0.0,HomeWin
1998.0,Group D,Spain,Nigeria,2.0,3.0,AwayWin
1998.0,Group E,Korea Republic,Mexico,1.0,3.0,AwayWin
1998.0,Group E,Netherlands,Belgium,0.0,0.0,Draw
1998.0,Group H,Argentina,Japan,1.0,0.0,HomeWin
1998.0,Group F,Yugoslavia,Iran,1.0,0.0,HomeWin
1998.0,Group H,Jamaica,Croatia,1.0,3.0,AwayWin
1998.0,Group G,England,Tunisia,2.0,0.0,HomeWin
1998.0,Group G,Romania,Colombia,1.0,0.0,HomeWin
1998.0,Group F,Germany,USA,2.0,0.0,HomeWin
1998.0,Group A,Scotland,Norway,1.0,1.0,Draw
1998.0,Group A,Brazil,Morocco,3.0,0.0,HomeWin
1998.0,Group B,Chile,Austria,1.0,1.0,Draw
1998.0,Group B,Italy,Cameroon,3.0,0.0,HomeWin
1998.0,Group C,South Africa,Denmark,1.0,1.0,Draw
1998.0,Group C,France,Saudi Arabia,4.0,0.0,HomeWin
1998.0,Group D,Nigeria,Bulgaria,1.0,0.0,HomeWin
1998.0,Group D,Spain,Paraguay,0.0,0.0,Draw
1998.0,Group H,Japan,Croatia,0.0,1.0,AwayWin
1998.0,Group E,Belgium,Mexico,2.0,2.0,Draw
1998.0,Group E,Netherlands,Korea Republic,5.0,0.0,HomeWin
1998.0,Group F,Germany,Yugoslavia,2.0,2.0,Draw
1998.0,Group H,Argentina,Jamaica,5.0,0.0,HomeWin
1998.0,Group F,USA,Iran,1.0,2.0,AwayWin
1998.0,Group G,Colombia,Tunisia,1.0,0.0,HomeWin
1998.0,Group G,Romania,England,2.0,1.0,HomeWin
1998.0,Group B,Italy,Austria,2.0,1.0,HomeWin
1998.0,Group B,Chile,Cameroon,1.0,1.0,Draw
1998.0,Group A,Scotland,Morocco,0.0,3.0,AwayWin
1998.0,Group A,Brazil,Norway,1.0,2.0,AwayWin
1998.0,Group C,France,Denmark,2.0,1.0,HomeWin
1998.0,Group C,South Africa,Saudi Arabia,2.0,2.0,Draw
1998.0,Group D,Spain,Bulgaria,6.0,1.0,HomeWin
1998.0,Group D,Nigeria,Paraguay,1.0,3.0,AwayWin
1998.0,Group E,Belgium,Korea Republic,1.0,1.0,Draw
1998.0,Group E,Netherlands,Mexico,2.0,2.0,Draw
1998.0,Group F,Germany,Iran,2.0,0.0,HomeWin
1998.0,Group F,USA,Yugoslavia,0.0,1.0,AwayWin
1998.0,Group H,Japan,Jamaica,1.0,2.0,AwayWin
1998.0,Group H,Argentina,Croatia,1.0,0.0,HomeWin
1998.0,Group G,Romania,Tunisia,1.0,1.0,Draw
1998.0,Group G,Colombia,England,0.0,2.0,AwayWin
1998.0,Round of 16,Italy,Norway,1.0,0.0,HomeWin
1998.0,Round of 16,Brazil,Chile,4.0,1.0,HomeWin
1998.0,Round of 16,France,Paraguay,1.0,0.0,HomeWin
1998.0,Round of 16,Nigeria,Denmark,1.0,4.0,AwayWin
1998.0,Round of 16,Germany,Mexico,2.0,1.0,HomeWin
1998.0,Round of 16,Netherlands,Yugoslavia,2.0,1.0,HomeWin
1998.0,Round of 16,Romania,Croatia,0.0,1.0,AwayWin
1998.0,Round of 16,Argentina,England,2.0,2.0,Draw
1998.0,Quarter-finals,Italy,France,0.0,0.0,Draw
1998.0,Quarter-finals,Brazil,Denmark,3.0,2.0,HomeWin
1998.0,Quarter-finals,Netherlands,Argentina,2.0,1.0,HomeWin
1998.0,Quarter-finals,Germany,Croatia,0.0,3.0,AwayWin
1998.0,Semi-finals,Brazil,Netherlands,1.0,1.0,Draw
1998.0,Semi-finals,France,Croatia,2.0,1.0,HomeWin
1998.0,Match for third place,Netherlands,Croatia,1.0,2.0,AwayWin
1998.0,Final,Brazil,France,0.0,3.0,AwayWin
2002.0,Group A,France,Senegal,0.0,1.0,AwayWin
2002.0,Group A,Uruguay,Denmark,1.0,2.0,AwayWin
2002.0,Group E,"rn"">Republic of Ireland",Cameroon,1.0,1.0,Draw
2002.0,Group E,Germany,Saudi Arabia,8.0,0.0,HomeWin
2002.0,Group F,Argentina,Nigeria,1.0,0.0,HomeWin
2002.0,Group B,Paraguay,South Africa,2.0,2.0,Draw
2002.0,Group F,England,Sweden,1.0,1.0,Draw
2002.0,Group B,Spain,Slovenia,3.0,1.0,HomeWin
2002.0,Group C,Brazil,Turkey,2.0,1.0,HomeWin
2002.0,Group G,Italy,Ecuador,2.0,0.0,HomeWin
2002.0,Group G,Croatia,Mexico,0.0,1.0,AwayWin
2002.0,Group C,China PR,Costa Rica,0.0,2.0,AwayWin
2002.0,Group H,Japan,Belgium,2.0,2.0,Draw
2002.0,Group D,Korea Republic,Poland,2.0,0.0,HomeWin
2002.0,Group H,Russia,Tunisia,2.0,0.0,HomeWin
2002.0,Group D,USA,Portugal,3.0,2.0,HomeWin
2002.0,Group E,Germany,"rn"">Republic of Ireland",1.0,1.0,Draw
2002.0,Group A,Denmark,Senegal,1.0,1.0,Draw
2002.0,Group E,Cameroon,Saudi Arabia,1.0,0.0,HomeWin
2002.0,Group A,France,Uruguay,0.0,0.0,Draw
2002.0,Group F,Sweden,Nigeria,2.0,1.0,HomeWin
2002.0,Group F,Argentina,England,0.0,1.0,AwayWin
2002.0,Group B,Spain,Paraguay,3.0,1.0,HomeWin
2002.0,Group B,South Africa,Slovenia,1.0,0.0,HomeWin
2002.0,Group C,Brazil,China PR,4.0,0.0,HomeWin
2002.0,Group G,Italy,Croatia,1.0,2.0,AwayWin
2002.0,Group C,Costa Rica,Turkey,1.0,1.0,Draw
2002.0,Group H,Japan,Russia,1.0,0.0,HomeWin
2002.0,Group G,Mexico,Ecuador,2.0,1.0,HomeWin
2002.0,Group D,Korea Republic,USA,1.0,1.0,Draw
2002.0,Group D,Portugal,Poland,4.0,0.0,HomeWin
2002.0,Group H,Tunisia,Belgium,1.0,1.0,Draw
2002.0,Group A,Denmark,France,2.0,0.0,HomeWin
2002.0,Group A,Senegal,Uruguay,3.0,3.0,Draw
2002.0,Group E,Saudi Arabia,"rn"">Republic of Ireland",0.0,3.0,AwayWin
2002.0,Group E,Cameroon,Germany,0.0,2.0,AwayWin
2002.0,Group F,Sweden,Argentina,1.0,1.0,Draw
2002.0,Group F,Nigeria,England,0.0,0.0,Draw
2002.0,Group B,Slovenia,Paraguay,1.0,3.0,AwayWin
2002.0,Group B,South Africa,Spain,2.0,3.0,AwayWin
2002.0,Group C,Costa Rica,Brazil,2.0,5.0,AwayWin
2002.0,Group C,Turkey,China PR,3.0,0.0,HomeWin
2002.0,Group G,Ecuador,Croatia,1.0,0.0,HomeWin
2002.0,Group G,Mexico,Italy,1.0,1.0,Draw
2002.0,Group H,Tunisia,Japan,0.0,2.0,AwayWin
2002.0,Group D,Portugal,Korea Republic,0.0,1.0,AwayWin
2002.0,Group D,Poland,USA,3.0,1.0,HomeWin
2002.0,Group H,Belgium,Russia,3.0,2.0,HomeWin
2002.0,Round of 16,Denmark,England,0.0,3.0,AwayWin
2002.0,Round of 16,Germany,Paraguay,1.0,0.0,HomeWin
2002.0,Round of 16,Spain,"rn"">Republic of Ireland",1.0,1.0,Draw
2002.0,Round of 16,Sweden,Senegal,1.0,2.0,AwayWin
2002.0,Round of 16,Brazil,Belgium,2.0,0.0,HomeWin
2002.0,Round of 16,Mexico,USA,0.0,2.0,AwayWin
2002.0,Round of 16,Japan,Turkey,0.0,1.0,AwayWin
2002.0,Round of 16,Korea Republic,Italy,2.0,1.0,HomeWin
2002.0,Quarter-finals,England,Brazil,1.0,2.0,AwayWin
2002.0,Quarter-finals,Germany,USA,1.0,0.0,HomeWin
2002.0,Quarter-finals,Senegal,Turkey,0.0,1.0,AwayWin
2002.0,Quarter-finals,Spain,Korea Republic,0.0,0.0,Draw
2002.0,Semi-finals,Germany,Korea Republic,1.0,0.0,HomeWin
2002.0,Semi-finals,Brazil,Turkey,1.0,0.0,HomeWin
2002.0,Third place,Korea Republic,Turkey,2.0,3.0,AwayWin
2002.0,Final,Germany,Brazil,0.0,2.0,AwayWin
2006.0,Group A,Germany,Costa Rica,4.0,2.0,HomeWin
2006.0,Group A,Poland,Ecuador,0.0,2.0,AwayWin
2006.0,Group B,England,Paraguay,1.0,0.0,HomeWin
2006.0,Group B,"rn"">Trinidad and Tobago",Sweden,0.0,0.0,Draw
2006.0,Group C,Argentina,C�te d'Ivoire,2.0,1.0,HomeWin
2006.0,Group C,"rn"">Serbia and Montenegro",Netherlands,0.0,1.0,AwayWin
2006.0,Group D,Mexico,Iran,3.0,1.0,HomeWin
2006.0,Group D,Angola,Portugal,0.0,1.0,AwayWin
2006.0,Group F,Australia,Japan,3.0,1.0,HomeWin
2006.0,Group E,USA,Czech Republic,0.0,3.0,AwayWin
2006.0,Group E,Italy,Ghana,2.0,0.0,HomeWin
2006.0,Group G,Korea Republic,Togo,2.0,1.0,HomeWin
2006.0,Group G,France,Switzerland,0.0,0.0,Draw
2006.0,Group F,Brazil,Croatia,1.0,0.0,HomeWin
2006.0,Group H,Spain,Ukraine,4.0,0.0,HomeWin
2006.0,Group H,Tunisia,Saudi Arabia,2.0,2.0,Draw
2006.0,Group A,Germany,Poland,1.0,0.0,HomeWin
2006.0,Group A,Ecuador,Costa Rica,3.0,0.0,HomeWin
2006.0,Group B,England,"rn"">Trinidad and Tobago",2.0,0.0,HomeWin
2006.0,Group B,Sweden,Paraguay,1.0,0.0,HomeWin
2006.0,Group C,Argentina,"rn"">Serbia and Montenegro",6.0,0.0,HomeWin
2006.0,Group C,Netherlands,C�te d'Ivoire,2.0,1.0,HomeWin
2006.0,Group D,Mexico,Angola,0.0,0.0,Draw
2006.0,Group D,Portugal,IR Iran,2.0,0.0,HomeWin
2006.0,Group E,Czech Republic,Ghana,0.0,2.0,AwayWin
2006.0,Group E,Italy,USA,1.0,1.0,Draw
2006.0,Group F,Japan,Croatia,0.0,0.0,Draw
2006.0,Group F,Brazil,Australia,2.0,0.0,HomeWin
2006.0,Group G,France,Korea Republic,1.0,1.0,Draw
2006.0,Group G,Togo,Switzerland,0.0,2.0,AwayWin
2006.0,Group H,Saudi Arabia,Ukraine,0.0,4.0,AwayWin
2006.0,Group H,Spain,Tunisia,3.0,1.0,HomeWin
2006.0,Group A,Ecuador,Germany,0.0,3.0,AwayWin
2006.0,Group A,Costa Rica,Poland,1.0,2.0,AwayWin
2006.0,Group B,Sweden,England,2.0,2.0,Draw
2006.0,Group B,Paraguay,"rn"">Trinidad and Tobago",2.0,0.0,HomeWin
2006.0,Group D,Iran,Angola,1.0,1.0,Draw
2006.0,Group D,Portugal,Mexico,2.0,1.0,HomeWin
2006.0,Group C,Netherlands,Argentina,0.0,0.0,Draw
2006.0,Group C,C�te d'Ivoire,"rn"">Serbia and Montenegro",3.0,2.0,HomeWin
2006.0,Group E,Czech Republic,Italy,0.0,2.0,AwayWin
2006.0,Group E,Ghana,USA,2.0,1.0,HomeWin
2006.0,Group F,Japan,Brazil,1.0,4.0,AwayWin
2006.0,Group F,Croatia,Australia,2.0,2.0,Draw
2006.0,Group H,Ukraine,Tunisia,1.0,0.0,HomeWin
2006.0,Group H,Saudi Arabia,Spain,0.0,1.0,AwayWin
2006.0,Group G,Togo,France,0.0,2.0,AwayWin
2006.0,Group G,Switzerland,Korea Republic,2.0,0.0,HomeWin
2006.0,Round of 16,Germany,Sweden,2.0,0.0,HomeWin
2006.0,Round of 16,Argentina,Mexico,2.0,1.0,HomeWin
2006.0,Round of 16,England,Ecuador,1.0,0.0,HomeWin
2006.0,Round of 16,Portugal,Netherlands,1.0,0.0,HomeWin
2006.0,Round of 16,Italy,Australia,1.0,0.0,HomeWin
2006.0,Round of 16,Switzerland,Ukraine,0.0,0.0,Draw
2006.0,Round of 16,Brazil,Ghana,3.0,0.0,HomeWin
2006.0,Round of 16,Spain,France,1.0,3.0,AwayWin
2006.0,Quarter-finals,Germany,Argentina,1.0,1.0,Draw
2006.0,Quarter-finals,Italy,Ukraine,3.0,0.0,HomeWin
2006.0,Quarter-finals,England,Portugal,0.0,0.0,Draw
2006.0,Quarter-finals,Brazil,France,0.0,1.0,AwayWin
2006.0,Semi-finals,Germany,Italy,0.0,2.0,AwayWin
2006.0,Semi-finals,Portugal,France,0.0,1.0,AwayWin
2006.0,Third place,Germany,Portugal,3.0,1.0,HomeWin
2006.0,Final,Italy,France,1.0,1.0,Draw
2010.0,Group A,South Africa,Mexico,1.0,1.0,Draw
2010.0,Group A,Uruguay,France,0.0,0.0,Draw
2010.0,Group B,Korea Republic,Greece,2.0,0.0,HomeWin
2010.0,Group B,Argentina,Nigeria,1.0,0.0,HomeWin
2010.0,Group C,England,USA,1.0,1.0,Draw
2010.0,Group C,Algeria,Slovenia,0.0,1.0,AwayWin
2010.0,Group D,Serbia,Ghana,0.0,1.0,AwayWin
2010.0,Group D,Germany,Australia,4.0,0.0,HomeWin
2010.0,Group E,Netherlands,Denmark,2.0,0.0,HomeWin
2010.0,Group E,Japan,Cameroon,1.0,0.0,HomeWin
2010.0,Group F,Italy,Paraguay,1.0,1.0,Draw
2010.0,Group F,New Zealand,Slovakia,1.0,1.0,Draw
2010.0,Group G,C�te d'Ivoire,Portugal,0.0,0.0,Draw
2010.0,Group G,Brazil,Korea DPR,2.0,1.0,HomeWin
2010.0,Group H,Honduras,Chile,0.0,1.0,AwayWin
2010.0,Group H,Spain,Switzerland,0.0,1.0,AwayWin
2010.0,Group A,South Africa,Uruguay,0.0,3.0,AwayWin
2010.0,Group B,Argentina,Korea Republic,4.0,1.0,HomeWin
2010.0,Group B,Greece,Nigeria,2.0,1.0,HomeWin
2010.0,Group A,France,Mexico,0.0,2.0,AwayWin
2010.0,Group D,Germany,Serbia,0.0,1.0,AwayWin
2010.0,Group C,Slovenia,USA,2.0,2.0,Draw
2010.0,Group C,England,Algeria,0.0,0.0,Draw
2010.0,Group E,Netherlands,Japan,1.0,0.0,HomeWin
2010.0,Group D,Ghana,Australia,1.0,1.0,Draw
2010.0,Group E,Cameroon,Denmark,1.0,2.0,AwayWin
2010.0,Group F,Slovakia,Paraguay,0.0,2.0,AwayWin
2010.0,Group F,Italy,New Zealand,1.0,1.0,Draw
2010.0,Group G,Brazil,C�te d'Ivoire,3.0,1.0,HomeWin
2010.0,Group G,Portugal,Korea DPR,7.0,0.0,HomeWin
2010.0,Group H,Chile,Switzerland,1.0,0.0,HomeWin
2010.0,Group H,Spain,Honduras,2.0,0.0,HomeWin
2010.0,Group A,Mexico,Uruguay,0.0,1.0,AwayWin
2010.0,Group A,France,South Africa,1.0,2.0,AwayWin
2010.0,Group B,Nigeria,Korea Republic,2.0,2.0,Draw
2010.0,Group B,Greece,Argentina,0.0,2.0,AwayWin
2010.0,Group C,Slovenia,England,0.0,1.0,AwayWin
2010.0,Group C,USA,Algeria,1.0,0.0,HomeWin
2010.0,Group D,Ghana,Germany,0.0,1.0,AwayWin
2010.0,Group D,Australia,Serbia,2.0,1.0,HomeWin
2010.0,Group F,Slovakia,Italy,3.0,2.0,HomeWin
2010.0,Group F,Paraguay,New Zealand,0.0,0.0,Draw
2010.0,Group E,Denmark,Japan,1.0,3.0,AwayWin
2010.0,Group E,Cameroon,Netherlands,1.0,2.0,AwayWin
2010.0,Group G,Portugal,Brazil,0.0,0.0,Draw
2010.0,Group G,Korea DPR,C�te d'Ivoire,0.0,3.0,AwayWin
2010.0,Group H,Chile,Spain,1.0,2.0,AwayWin
2010.0,Group H,Switzerland,Honduras,0.0,0.0,Draw
2010.0,Round of 16,Uruguay,Korea Republic,2.0,1.0,HomeWin
2010.0,Round of 16,USA,Ghana,1.0,2.0,AwayWin
2010.0,Round of 16,Germany,England,4.0,1.0,HomeWin
2010.0,Round of 16,Argentina,Mexico,3.0,1.0,HomeWin
2010.0,Round of 16,Netherlands,Slovakia,2.0,1.0,HomeWin
2010.0,Round of 16,Brazil,Chile,3.0,0.0,HomeWin
2010.0,Round of 16,Paraguay,Japan,0.0,0.0,Draw
2010.0,Round of 16,Spain,Portugal,1.0,0.0,HomeWin
2010.0,Quarter-finals,Netherlands,Brazil,2.0,1.0,HomeWin
2010.0,Quarter-finals,Uruguay,Ghana,1.0,1.0,Draw
2010.0,Quarter-finals,Argentina,Germany,0.0,4.0,AwayWin
2010.0,Quarter-finals,Paraguay,Spain,0.0,1.0,AwayWin
2010.0,Semi-finals,Uruguay,Netherlands,2.0,3.0,AwayWin
2010.0,Semi-finals,Germany,Spain,0.0,1.0,AwayWin
2010.0,Match for third place,Uruguay,Germany,2.0,3.0,AwayWin
2010.0,Final,Netherlands,Spain,0.0,1.0,AwayWin
2014.0,Group A,Brazil,Croatia,3.0,1.0,HomeWin
2014.0,Group A,Mexico,Cameroon,1.0,0.0,HomeWin
2014.0,Group B,Spain,Netherlands,1.0,5.0,AwayWin
2014.0,Group B,Chile,Australia,3.0,1.0,HomeWin
2014.0,Group C,Colombia,Greece,3.0,0.0,HomeWin
2014.0,Group D,Uruguay,Costa Rica,1.0,3.0,AwayWin
2014.0,Group D,England,Italy,1.0,2.0,AwayWin
2014.0,Group C,C�te d'Ivoire,Japan,2.0,1.0,HomeWin
2014.0,Group E,Switzerland,Ecuador,2.0,1.0,HomeWin
2014.0,Group E,France,Honduras,3.0,0.0,HomeWin
2014.0,Group F,Argentina,"rn"">Bosnia and Herzegovina",2.0,1.0,HomeWin
2014.0,Group G,Germany,Portugal,4.0,0.0,HomeWin
2014.0,Group F,IR Iran,Nigeria,0.0,0.0,Draw
2014.0,Group G,Ghana,USA,1.0,2.0,AwayWin
2014.0,Group H,Belgium,Algeria,2.0,1.0,HomeWin
2014.0,Group A,Brazil,Mexico,0.0,0.0,Draw
2014.0,Group H,Russia,Korea Republic,1.0,1.0,Draw
2014.0,Group B,Australia,Netherlands,2.0,3.0,AwayWin
2014.0,Group B,Spain,Chile,0.0,2.0,AwayWin
2014.0,Group A,Cameroon,Croatia,0.0,4.0,AwayWin
2014.0,Group C,Colombia,C�te d'Ivoire,2.0,1.0,HomeWin
2014.0,Group D,Uruguay,England,2.0,1.0,HomeWin
2014.0,Group C,Japan,Greece,0.0,0.0,Draw
2014.0,Group D,Italy,Costa Rica,0.0,1.0,AwayWin
2014.0,Group E,Switzerland,France,2.0,5.0,AwayWin
2014.0,Group E,Honduras,Ecuador,1.0,2.0,AwayWin
2014.0,Group F,Argentina,IR Iran,1.0,0.0,HomeWin
2014.0,Group G,Germany,Ghana,2.0,2.0,Draw
2014.0,Group F,Nigeria,"rn"">Bosnia and Herzegovina",1.0,0.0,HomeWin
2014.0,Group H,Belgium,Russia,1.0,0.0,HomeWin
2014.0,Group H,Korea Republic,Algeria,2.0,4.0,AwayWin
2014.0,Group G,USA,Portugal,2.0,2.0,Draw
2014.0,Group B,Australia,Spain,0.0,3.0,AwayWin
2014.0,Group B,Netherlands,Chile,2.0,0.0,HomeWin
2014.0,Group A,Cameroon,Brazil,1.0,4.0,AwayWin
2014.0,Group A,Croatia,Mexico,1.0,3.0,AwayWin
2014.0,Group D,Italy,Uruguay,0.0,1.0,AwayWin
2014.0,Group D,Costa Rica,England,0.0,0.0,Draw
2014.0,Group C,Japan,Colombia,1.0,4.0,AwayWin
2014.0,Group C,Greece,C�te d'Ivoire,2.0,1.0,HomeWin
2014.0,Group F,Nigeria,Argentina,2.0,3.0,AwayWin
2014.0,Group F,"rn"">Bosnia and Herzegovina",IR Iran,3.0,1.0,HomeWin
2014.0,Group E,Honduras,Switzerland,0.0,3.0,AwayWin
2014.0,Group E,Ecuador,France,0.0,0.0,Draw
2014.0,Group G,USA,Germany,0.0,1.0,AwayWin
2014.0,Group G,Portugal,Ghana,2.0,1.0,HomeWin
2014.0,Group H,Korea Republic,Belgium,0.0,1.0,AwayWin
